year,month,day,mean_T,iKid
2020,Dec,20,5.4,FALSE
2020,Dec,21,5.8,FALSE
2020,Dec,22,4.25,FALSE
2020,Dec,23,3.1,FALSE
2020,Dec,24,-0.14999999999999997,FALSE
2020,Dec,25,-0.6,FALSE
2020,Dec,26,-2.65,FALSE
2020,Dec,27,3.45,FALSE
2020,Dec,28,3.95,FALSE
2020,Dec,29,4.1,FALSE
2020,Dec,30,1.2,FALSE
2020,Dec,31,2.5,FALSE
2021,Jan,1,1.3,FALSE
2021,Jan,2,0.44999999999999996,FALSE
2021,Jan,3,-0.9,FALSE
2021,Jan,4,-0.8,FALSE
2021,Jan,5,-0.95,FALSE
2021,Jan,6,-1.5,FALSE
2021,Jan,7,-0.95,FALSE
2021,Jan,8,-0.3,FALSE
2021,Jan,9,-1.85,FALSE
2021,Jan,10,-1.6500000000000001,FALSE
2021,Jan,11,-0.7,FALSE
2021,Jan,12,-2.3,FALSE
2021,Jan,13,-2.4499999999999997,FALSE
2021,Jan,14,-7.35,FALSE
2021,Jan,15,-11.05,FALSE
2021,Jan,16,-4.45,FALSE
2021,Jan,17,-2.4000000000000004,FALSE
2021,Jan,18,-1.25,FALSE
2021,Jan,19,-1.5,FALSE
2021,Jan,20,0.75,FALSE
2021,Jan,21,2.95,FALSE
2021,Jan,22,2.25,FALSE
2021,Jan,23,2.6500000000000004,FALSE
2021,Jan,24,-1.75,FALSE
2021,Jan,25,-1.5,FALSE
2021,Jan,26,-4.550000000000001,FALSE
2021,Jan,27,-8.95,FALSE
2021,Jan,28,-4.65,FALSE
2021,Jan,29,-7.4,FALSE
2021,Jan,30,-11.85,FALSE
2021,Jan,31,-11.65,FALSE
2021,Feb,1,-10.1,FALSE
2021,Feb,2,-5.55,FALSE
2021,Feb,3,-9.3,FALSE
2021,Feb,4,-12.7,FALSE
2021,Feb,5,-9.2,FALSE
2021,Feb,6,-7.95,FALSE
2021,Feb,7,-8.649999999999999,FALSE
2021,Feb,8,-8.35,FALSE
2021,Feb,9,-10.3,FALSE
2021,Feb,10,-11.15,FALSE
2021,Feb,11,-11,FALSE
2021,Feb,12,-5,FALSE
2021,Feb,13,-7.6000000000000005,FALSE
2021,Feb,14,-1.7,FALSE
2021,Feb,15,-10.899999999999999,FALSE
2021,Feb,16,-6.6000000000000005,FALSE
2021,Feb,17,-4.65,FALSE
2021,Feb,18,-3.55,FALSE
2021,Feb,19,0.7,FALSE
2021,Feb,20,2.3,FALSE
2021,Feb,21,3,FALSE
2021,Feb,22,2.6,FALSE
2021,Feb,23,1.85,FALSE
2021,Feb,24,5.550000000000001,FALSE
2021,Feb,25,7.050000000000001,FALSE
2021,Feb,26,5.45,FALSE
2021,Feb,27,2.4499999999999997,FALSE
2021,Feb,28,4.5,FALSE
2021,Dec,1,-9.5,FALSE
2021,Dec,2,-6.35,FALSE
2021,Dec,3,-7,FALSE
2021,Dec,4,-8.8,FALSE
2021,Dec,5,-7.25,FALSE
2021,Dec,6,-14.8,FALSE
2021,Dec,7,-15.7,FALSE
2021,Dec,8,-4.65,FALSE
2021,Dec,9,-0.2,FALSE
2021,Dec,10,0.9500000000000001,FALSE
2021,Dec,11,0.30000000000000004,FALSE
2021,Dec,12,-0.4,FALSE
2021,Dec,13,0,FALSE
2021,Dec,14,1.75,FALSE
2021,Dec,15,5.8,FALSE
2021,Dec,16,1.7999999999999998,FALSE
2021,Dec,17,2.55,FALSE
2021,Dec,18,2.8499999999999996,FALSE
2021,Dec,19,3.75,FALSE
2021,Dec,20,-2,FALSE
2021,Dec,21,-9.149999999999999,FALSE
2021,Dec,22,-6.4,FALSE
2021,Dec,23,-3.2,FALSE
2021,Dec,24,-9.5,FALSE
2021,Dec,25,-8.95,FALSE
2021,Dec,26,-7,FALSE
2021,Dec,27,-6.1,FALSE
2021,Dec,28,-2.15,FALSE
2021,Dec,29,-1.1,FALSE
2021,Dec,30,1.7,FALSE
2021,Dec,31,2.25,FALSE
